date,province,salinity_ppt,salinity_daily,ph
2024-12-26,Ben Tre,3.46,3.46,
2024-12-26,Ca Mau,4.68,4.68,
2024-12-26,Kien Giang,2.7,2.7,
2024-12-26,Soc Trang,3.78,3.78,
2024-12-27,Bac Lieu,3.94,3.94,
2024-12-27,Ben Tre,3.07,3.07,
2024-12-27,Ca Mau,3.91,3.91,
2024-12-27,Kien Giang,3.06,3.06,
2024-12-27,Soc Trang,3.86,3.86,
2024-12-28,Bac Lieu,3.87,3.87,
2024-12-28,Ben Tre,3.46,3.46,
2024-12-28,Ca Mau,4.99,4.99,
2024-12-28,Kien Giang,3.17,3.17,
2024-12-28,Soc Trang,3.8,3.8,
2024-12-29,Bac Lieu,4.7,4.7,
2024-12-29,Ben Tre,3.81,3.81,
2024-12-29,Ca Mau,4.57,4.57,
2024-12-29,Kien Giang,3.5,3.5,
2024-12-29,Soc Trang,4.08,4.08,
2024-12-30,Bac Lieu,4.29,4.29,
2024-12-30,Ben Tre,3.54,3.54,
2024-12-30,Ca Mau,4.98,4.98,
2024-12-30,Can Tho,12.0,,
2024-12-30,Hau Giang,13.0,,
2024-12-30,Kien Giang,9.0,,
2024-12-30,Soc Trang,3.69,3.69,
2024-12-30,Tra Vinh,6.0,,6.0
2025-02-10,Tra Vinh,6.0,,6.0
2025-03-10,Can Tho,0.302,,6.12
2025-03-10,Hau Giang,13.0,,
2025-03-10,Kien Giang,9.0,,
2025-03-10,Tra Vinh,6.0,,6.0
